TICKER;Date;Open;High;Low;Close;Adj Close;Volume;H-L;C-O;7 DAYS MA;14 DAYS MA;21 DAYS MA;7 DAYS STD DEV;NEXT DAY CLOSE
TLKM.JK;06/03/19;3860;3880;3820;3820;3292.985107;69927600;60;-40;3891.428571;3869.285714;3860;30.78342164;3820
TLKM.JK;07/03/19;3820;3820;3820;3820;3292.985107;0;0;0;3878.571429;3875;3861.904762;39.33978962;3740
TLKM.JK;08/03/19;3810;3820;3740;3740;3224.021973;105963500;80;-70;3862.857143;3877.142857;3860;37.28908943;3800
TLKM.JK;11/03/19;3780;3820;3760;3800;3275.743896;43971600;60;20;3838.571429;3865.714286;3854.285714;53.36308694;3760
TLKM.JK;12/03/19;3800;3820;3730;3760;3241.262451;43343700;90;-40;3830;3857.142857;3851.904762;54.16025603;3720
TLKM.JK;13/03/19;3730;3770;3710;3720;3206.781006;45607600;60;-10;3808.571429;3849.285714;3843.809524;46.3424109;3740
TLKM.JK;14/03/19;3720;3760;3710;3740;3224.021973;62094100;50;20;3790;3838.571429;3839.047619;52.59911279;3750
TLKM.JK;15/03/19;3720;3760;3710;3750;3232.642334;68778100;50;30;3771.428571;3831.428571;3836.666667;41.40393356;3820
TLKM.JK;18/03/19;3770;3820;3760;3820;3292.985107;44322600;60;50;3761.428571;3820;3837.142857;35.79039509;3780
TLKM.JK;19/03/19;3800;3820;3770;3780;3258.503418;33156500;50;-20;3761.428571;3812.142857;3838.571429;35.79039509;3760
TLKM.JK;20/03/19;3810;3820;3750;3760;3241.262451;42784600;70;-50;3767.142857;3802.857143;3832.857143;34.98298906;3790
TLKM.JK;21/03/19;3800;3810;3780;3790;3267.124023;36527500;30;-10;3761.428571;3795.714286;3825.238095;31.84785259;3800
TLKM.JK;22/03/19;3800;3820;3790;3800;3275.743896;26772900;30;0;3765.714286;3787.142857;3821.428571;33.59421719;3790
TLKM.JK;25/03/19;3730;3790;3720;3790;3267.124023;49162900;70;60;3777.142857;3783.571429;3818.095238;28.70208222;3820
TLKM.JK;26/03/19;3780;3820;3780;3820;3292.985107;23049100;40;40;3784.285714;3777.857143;3815.714286;23.70453041;3820
TLKM.JK;27/03/19;3840;3840;3810;3820;3292.985107;35521900;30;-20;3794.285714;3777.857143;3811.428571;21.49196971;3880
TLKM.JK;28/03/19;3820;3890;3810;3880;3344.707275;55847200;80;60;3794.285714;3777.857143;3806.190476;21.49196971;3960
TLKM.JK;29/03/19;3880;3970;3880;3960;3413.670166;82231400;90;80;3808.571429;3787.857143;3804.761905;37.60699023;3930
TLKM.JK;01/04/19;3950;3960;3900;3930;3387.809326;28246400;60;-20;3837.142857;3799.285714;3809.52381;62.37368187;3930
TLKM.JK;02/04/19;3910;3950;3910;3930;3387.809326;35443400;40;20;3857.142857;3811.428571;3810.47619;67.01101544;3930
TLKM.JK;03/04/19;3930;3930;3930;3930;3387.809326;0;0;0;3875.714286;3826.428571;3814.285714;66.54751256;4030
TLKM.JK;04/04/19;3980;4040;3950;4030;3474.012695;96122100;90;50;3895.714286;3840;3817.142857;56.82051943;4060
TLKM.JK;05/04/19;4020;4090;4000;4060;3499.874023;66832600;90;40;3925.714286;3860;3827.142857;65.02746672;3950
TLKM.JK;08/04/19;4020;4030;3940;3950;3405.049561;73208300;90;-70;3960;3877.142857;3838.571429;63.2455532;3950
TLKM.JK;09/04/19;3980;4000;3910;3950;3405.049561;88580200;90;-30;3970;3889.285714;3848.571429;53.22906474;3930
TLKM.JK;10/04/19;3920;3950;3890;3930;3387.809326;52555500;60;10;3968.571429;3902.857143;3855.714286;53.67450401;3890
TLKM.JK;11/04/19;3900;3930;3880;3890;3353.327637;51480700;50;-10;3968.571429;3912.857143;3863.809524;53.67450401;3830
TLKM.JK;12/04/19;3820;3870;3810;3830;3301.605225;45324300;60;10;3962.857143;3919.285714;3871.904762;60.19808572;3830
TLKM.JK;15/04/19;3860;3860;3810;3830;3301.605225;44510600;50;-30;3948.571429;3922.142857;3876.190476;78.40675384;3870
TLKM.JK;16/04/19;3830;3880;3830;3870;3336.08667;62572100;50;40;3920;3922.857143;3880;80.20806277;3870
TLKM.JK;17/04/19;3870;3870;3870;3870;3336.08667;0;0;0;3892.857143;3926.428571;3882.380952;52.19012861;3860
TLKM.JK;18/04/19;3920;3950;3840;3860;3327.466553;119263400;110;-60;3881.428571;3925.714286;3886.666667;45.98136268;3860
TLKM.JK;19/04/19;3860;3860;3860;3860;3327.466553;0;0;0;3868.571429;3918.571429;3891.428571;34.84660262;3780
TLKM.JK;22/04/19;3860;3860;3780;3780;3258.503418;48671200;80;-80;3858.571429;3913.571429;3894.761905;21.93062655;3850
TLKM.JK;23/04/19;3780;3870;3730;3850;3318.845947;86443700;140;70;3842.857143;3902.857143;3893.809524;32.51373336;3840
TLKM.JK;24/04/19;3850;3860;3780;3840;3310.22583;76660900;80;-10;3845.714286;3897.142857;3896.666667;32.07134903;3830
TLKM.JK;25/04/19;3800;3840;3790;3830;3301.605225;52775100;50;30;3847.142857;3883.571429;3897.619048;31.4718317;3910
TLKM.JK;26/04/19;3800;3910;3800;3910;3370.568115;66452700;110;110;3841.428571;3867.142857;3898.095238;30.23715784;3860
TLKM.JK;29/04/19;3850;3900;3850;3860;3327.466553;50143700;50;10;3847.142857;3864.285714;3899.52381;39.03600292;3790
TLKM.JK;30/04/19;3890;3890;3750;3790;3267.124023;132318200;140;-100;3847.142857;3857.857143;3894.761905;39.03600292;3790
TLKM.JK;01/05/19;3790;3790;3790;3790;3267.124023;0;0;0;3837.142857;3847.857143;3888.095238;43.8612531;3830
TLKM.JK;02/05/19;3760;3880;3760;3830;3301.605225;136768800;120;70;3838.571429;3840.714286;3881.428571;41.80453382;3820
TLKM.JK;03/05/19;3800;3830;3760;3820;3292.985107;101522800;70;20;3835.714286;3840.714286;3876.666667;41.57609203;3840
TLKM.JK;06/05/19;3760;3840;3720;3840;3310.22583;107167400;120;80;3832.857143;3840;3866.666667;41.91828786;3900
TLKM.JK;07/05/19;3870;3910;3840;3900;3361.947998;74814500;70;30;3834.285714;3837.857143;3856.190476;41.97504928;3900
TLKM.JK;08/05/19;3890;3920;3870;3900;3361.947998;77743400;50;10;3832.857143;3840;3853.809524;39.03600292;3800
TLKM.JK;09/05/19;3860;3900;3800;3800;3275.743896;74716500;100;-60;3838.571429;3842.857143;3851.428571;45.98136268;3790
TLKM.JK;10/05/19;3800;3840;3790;3790;3267.124023;66672500;50;-10;3840;3838.571429;3845.238095;44.34711565;3770
TLKM.JK;13/05/19;3820;3840;3760;3770;3249.883057;47605100;80;-50;3840;3839.285714;3840.47619;44.34711565;3760
TLKM.JK;14/05/19;3730;3800;3720;3760;3241.262451;77483200;80;30;3831.428571;3833.571429;3837.619048;51.77791403;3660
TLKM.JK;15/05/19;3770;3790;3660;3660;3155.058594;57596600;130;-110;3822.857143;3827.857143;3834.285714;58.51332775;3600
TLKM.JK;16/05/19;3660;3720;3530;3600;3103.33667;107366200;190;-60;3797.142857;3815.714286;3824.285714;83.80817098;3510
TLKM.JK;17/05/19;3610;3620;3500;3510;3025.753174;94437400;120;-100;3754.285714;3793.571429;3811.428571;97.9552862;3600
TLKM.JK;20/05/19;3520;3620;3480;3600;3103.33667;82354400;140;80;3698.571429;3768.571429;3794.761905;111.2697281;3600
TLKM.JK;21/05/19;3600;3630;3550;3600;3103.33667;106104000;80;0;3670;3755;3782.380952;106.4581295;3540
TLKM.JK;22/05/19;3590;3600;3540;3540;3051.614258;63687000;60;-50;3642.857143;3741.428571;3773.809524;94.28932172;3660
TLKM.JK;23/05/19;3540;3690;3540;3660;3155.058594;113281100;150;120;3610;3720.714286;3759.047619;81.85352772;3750
TLKM.JK;24/05/19;3700;3780;3690;3750;3232.642334;87594500;90;50;3595.714286;3709.285714;3750.47619;55.93363414;3820
TLKM.JK;27/05/19;3760;3830;3750;3820;3292.985107;87146600;80;60;3608.571429;3702.857143;3746.666667;78.83074092;3690
TLKM.JK;28/05/19;3800;3820;3690;3690;3180.920166;322246900;130;-110;3640;3697.142857;3742.380952;111.8033989;3780
TLKM.JK;29/05/19;3750;3830;3730;3780;3258.503418;122534500;100;30;3665.714286;3682.142857;3734.285714;96.58452997;3780
TLKM.JK;30/05/19;3780;3780;3780;3780;3258.503418;0;0;0;3691.428571;3680.714286;3733.809524;100.0714031;3900
TLKM.JK;31/05/19;3780;3930;3780;3900;3361.947998;194331700;150;120;3717.142857;3680;3733.333333;95.69296138;3900
TLKM.JK;03/06/19;3900;3900;3900;3900;3361.947998;0;0;0;3768.571429;3689.285714;3736.666667;80.08923595;3900
TLKM.JK;04/06/19;3900;3900;3900;3900;3361.947998;0;0;0;3802.857143;3699.285714;3740.47619;77.18252948;3900
TLKM.JK;05/06/19;3900;3900;3900;3900;3361.947998;0;0;0;3824.285714;3716.428571;3743.333333;80.79957567;3900
TLKM.JK;06/06/19;3900;3900;3900;3900;3361.947998;0;0;0;3835.714286;3737.857143;3743.333333;85.60707581;3900
TLKM.JK;07/06/19;3900;3900;3900;3900;3361.947998;0;0;0;3865.714286;3765.714286;3743.333333;58.55400438;4040
TLKM.JK;10/06/19;4000;4060;3970;4040;3482.633301;222522800;90;40;3882.857143;3787.142857;3748.095238;45.35573676;4020
TLKM.JK;11/06/19;4010;4060;4000;4020;3465.392578;88861700;60;10;3920;3818.571429;3760;52.91502622;3940
TLKM.JK;12/06/19;3880;3950;3840;3940;3443.20166;134724400;110;60;3937.142857;3852.857143;3771.904762;63.69570517;3990
TLKM.JK;13/06/19;3940;3990;3900;3990;3486.897217;115734700;90;50;3942.857143;3872.857143;3780.47619;61.56684327;3990
TLKM.JK;14/06/19;4020;4050;3970;3990;3486.897217;92466800;80;-30;3955.714286;3890;3796.190476;60.51367417;3900
TLKM.JK;17/06/19;3950;3970;3900;3900;3408.245361;60851700;70;-50;3968.571429;3902.142857;3814.761905;56.10364558;3980
TLKM.JK;18/06/19;3890;3990;3890;3980;3478.158203;66112800;100;90;3968.571429;3917.142857;3833.333333;56.10364558;null
TLKM.JK;19/06/19;null;null;null;null;null;null;#VALUE!;#VALUE!;3980;3931.428571;3851.428571;47.25815626;4040
TLKM.JK;20/06/19;4110;4110;4020;4040;3530.592773;57673700;90;-70;3970;3943.076923;3864;42.89522118;4040
TLKM.JK;21/06/19;4010;4040;3950;4040;3530.592773;154049700;90;30;3973.333333;3953.846154;3889;48.02776974;3980
TLKM.JK;24/06/19;4050;4050;3970;3980;3478.158203;50525100;80;-70;3990;3964.615385;3908;51.38093031;4010
TLKM.JK;25/06/19;4040;4040;4000;4010;3504.375488;42601100;40;-30;3988.333333;3970.769231;3919.5;51.54286242;3980
TLKM.JK;26/06/19;4020;4050;3980;3980;3478.158203;56092200;70;-40;3991.666667;3979.230769;3929;52.31315959;4090
TLKM.JK;27/06/19;4010;4120;4000;4090;3574.288086;94221200;120;80;4005;3985.384615;3943.5;29.49576241;4140
TLKM.JK;28/06/19;4100;4200;4090;4140;3617.983643;130153100;110;40;4023.333333;4000;3959;42.26897996;4220
TLKM.JK;01/07/19;4200;4240;4170;4220;3687.89624;79382300;70;20;4040;4007.692308;3977;58.59465277;4250
TLKM.JK;02/07/19;4240;4250;4180;4250;3714.11377;87999800;70;10;4065.714286;4023.076923;3993;89.78811036;4240
TLKM.JK;03/07/19;4160;4240;4160;4240;3705.374512;63296200;80;80;4095.714286;4046.923077;4010.5;112.0799035;4250
TLKM.JK;04/07/19;4190;4260;4190;4250;3714.11377;38459300;70;60;4132.857143;4066.153846;4027.5;110.4104895;4280
TLKM.JK;05/07/19;4260;4280;4240;4280;3740.330811;50332800;40;20;4167.142857;4086.153846;4045;102.9100393;4270
