TICKER,Date,Open,High,Low,Close,Adj Close,Volume,H-L,C-O,7 DAYS MA,14 DAYS MA,21 DAYS MA,7 DAYS STD DEV,Next Day Close
EXCL.JK,2019-04-08,2620,2620,2510,2530,2429.669922,7210800,110,-90,2671.428571,2667.142857,2620,27.34262328,2550
EXCL.JK,2019-04-09,2530,2570,2520,2550,2448.876465,6235800,50,20,2650,2658.571429,2628.571429,59.44184833,2580
EXCL.JK,2019-04-10,2550,2610,2510,2580,2477.686768,5073500,100,30,2631.428571,2647.857143,2635.714286,68.17344826,2670
EXCL.JK,2019-04-11,2610,2730,2550,2670,2564.11792,12387200,180,60,2612.857143,2640.714286,2641.428571,60.47431568,2810
EXCL.JK,2019-04-12,2710,2890,2710,2810,2698.565674,25336100,180,100,2611.428571,2641.428571,2643.809524,58.71642911,2770
EXCL.JK,2019-04-15,2820,2840,2750,2770,2660.1521,10623500,90,-50,2630,2657.142857,2655.714286,93.98581453,2760
EXCL.JK,2019-04-16,2770,2800,2690,2760,2650.548828,19715400,110,-10,2650,2663.571429,2664.285714,107.8579312,2760
EXCL.JK,2019-04-17,2760,2760,2760,2760,2650.548828,0,0,0,2667.142857,2669.285714,2667.142857,115.2843276,2850
EXCL.JK,2019-04-18,2820,2880,2790,2850,2736.979492,33758200,90,30,2700,2675,2672.380952,101.6530045,2850
EXCL.JK,2019-04-19,2850,2850,2850,2850,2736.979492,0,0,0,2742.857143,2687.142857,2679.52381,90.50124966,2800
EXCL.JK,2019-04-22,2850,2880,2720,2800,2688.962646,34552200,160,-50,2781.428571,2697.142857,2687.619048,62.83008075,2930
EXCL.JK,2019-04-23,2770,2960,2770,2930,2813.807129,28490600,190,160,2800,2705.714286,2694.285714,39.15780041,2870
EXCL.JK,2019-04-24,2970,2980,2870,2870,2756.186523,11371700,110,-100,2817.142857,2723.571429,2710.47619,63.17021601,2860
EXCL.JK,2019-04-25,2870,2930,2830,2860,2746.583008,6940600,100,-10,2831.428571,2740.714286,2719.52381,62.029179,2870
